Date,Item,Quantity_Sold(In Kg),Price/Kg(INR),Is_Event,Is_Weekend,Weather
2025-09-27,Apple,17.0,136.0,No,Yes,Sunny
2025-09-27,Grapes,29.0,77.0,No,Yes,Sunny
2025-09-28,Apple,26.0,134.0,No,Yes,Sunny
2025-09-28,Orange,30.0,61.0,No,Yes,Sunny
2025-09-28,Grapes,25.0,79.0,No,Yes,Sunny
2025-09-28,Mango,999.0,99.0,No,Yes,Sunny
2025-09-28,Banana,32.0,39.0,No,Yes,Sunny
2025-09-29,Orange,25.0,,No,No,Cloudy
2025-09-29,Apple,19.0,146.0,No,No,Cloudy
2025-09-29,Banana,30.0,38.0,No,No,Cloudy
2025-09-29,Grapes,19.0,76.0,No,No,Cloudy
2025-09-29,Mango,,103.0,No,No,Cloudy
2025-09-30,Grapes,25.0,78.0,No,No,Sunny
2025-09-30,Apple,40.0,144.0,No,No,Sunny
2025-09-30,Orange,27.0,61.0,No,No,Sunny
2025-09-30,Banana,30.0,38.0,No,No,Sunny
2025-09-30,Mango,19.0,103.0,No,No,Sunny
2025-10-01,Mango,18.0,100.0,No,No,Sunny
2025-10-01,Grapes,18.0,77.0,No,No,Sunny
2025-10-01,Orange,49.0,60.0,No,No,
2025-10-01,Banana,34.0,39.0,No,No,Sunny
2025-10-01,Apple,19.0,138.0,No,No,Sunny
2025-10-02,Banana,57.0,48.0,Yes,No,Rain
2025-10-02,Grapes,,,Yes,No,Rain
2025-10-02,Mango,25.0,127.0,Yes,No,Rain
2025-10-02,Apple,31.0,176.0,Yes,No,Rain
2025-10-02,Orange,46.0,76.0,Yes,No,Rain
2025-10-03,Apple,18.0,143.0,No,No,Sunny
2025-10-03,Mango,14.0,96.0,No,No,Sunny
2025-10-03,Grapes,22.0,78.0,No,No,Sunny
2025-10-03,Orange,27.0,62.0,No,No,Sunny
2025-10-03,Banana,36.0,38.0,No,No,Sunny
2025-10-04,Grapes,17.0,77.0,No,Yes,Sunny
2025-10-04,Banana,38.0,,No,Yes,Sunny
2025-10-04,Apple,25.0,143.0,No,Yes,Sunny
2025-10-04,Orange,26.0,60.0,No,Yes,Sunny
2025-10-04,Mango,11.0,104.0,No,Yes,Sunny
2025-10-05,Orange,36.0,60.0,No,Yes,Sunny
2025-10-05,,35.0,38.0,No,Yes,Sunny
2025-10-05,Mango,19.0,104.0,No,Yes,Sunny
2025-10-05,Apple,27.0,146.0,No,Yes,Sunny
2025-10-05,Grapes,26.0,76.0,No,Yes,Sunny
2025-10-06,Banana,34.0,39.0,No,No,Cloudy
2025-10-06,Apple,25.0,135.0,No,No,Cloudy
2025-10-06,Mango,30.0,103.0,No,No,Cloudy
2025-10-06,Grapes,17.0,83.0,No,No,Cloudy
2025-10-06,Orange,22.0,61.0,No,No,Cloudy
2025-10-07,Mango,8.0,104.0,No,No,Sunny
2025-10-07,Apple,24.0,138.0,No,No,Sunny
2025-10-07,Orange,24.0,57.0,No,No,Sunny
2025-10-07,Banana,34.0,38.0,No,No,Sunny
2025-10-07,Grapes,21.0,78.0,No,No,Sunny
2025-10-08,Mango,15.0,99.0,No,No,Sunny
2025-10-08,Grapes,18.0,79.0,No,No,Sunny
2025-10-08,Orange,25.0,59.0,No,No,Sunny
2025-10-08,Banana,36.0,38.0,No,No,Sunny
2025-10-08,Apple,19.0,137.0,No,No,Sunny
2025-10-09,Apple,23.0,141.0,No,No,Sunny
2025-10-09,Grapes,16.0,77.0,No,No,Sunny
2025-10-09,Mango,15.0,104.0,No,No,Sunny
2025-10-09,Banana,28.0,38.0,No,No,Sunny
2025-10-09,Orange,27.0,62.0,No,No,Storm
2025-10-10,Grapes,17.0,76.0,No,No,Sunny
2025-10-10,Apple,21.0,141.0,No,No,Sunny
2025-10-10,Banana,31.0,38.0,No,No,Sunny
2025-10-10,Orange,50.0,62.0,No,No,Sunny
2025-10-10,Mango,13.0,99.0,No,No,Sunny
2025-10-11,Grapes,20.0,77.0,Maybe,Yes,Cloudy
2025-10-11,Apple,22.0,139.0,No,Yes,Cloudy
2025-10-11,Banana,26.0,40.0,No,Yes,Cloudy
2025-10-11,Orange,23.0,60.0,No,Yes,Cloudy
2025-10-11,Mango,15.0,104.0,No,Yes,Cloudy
2025-10-12,Mango,19.0,97.0,No,Yes,Sunny
2025-10-12,Grapes,24.0,76.0,No,Yes,Sunny
2025-10-12,Orange,31.0,57.0,No,Yes,Sunny
2025-10-12,Banana,39.0,38.0,No,Yes,Sunny
2025-10-12,Apple,0.0,136.0,No,Yes,Sunny
2025-10-13,Banana,64.0,51.0,Yes,No,
2025-10-13,,40.0,96.0,Yes,No,Sunny
2025-10-13,Mango,28.0,128.0,Yes,No,Sunny
2025-10-13,Apple,38.0,169.0,Yes,No,Sunny
2025-10-13,Orange,49.0,73.0,Yes,No,Sunny
2025-10-14,Orange,25.0,62.0,No,No,Cloudy
2025-10-14,Apple,16.0,138.0,No,No,Cloudy
2025-10-14,Banana,31.0,39.0,No,No,Cloudy
2025-10-14,Grapes,14.0,79.0,No,No,Cloudy
2025-10-14,Mango,13.0,103.0,No,No,Cloudy
2025-10-15,Grapes,32.0,80.0,No,No,Sunny
2025-10-15,Apple,24.0,138.0,No,No,Sunny
2025-10-15,Orange,22.0,59.0,Maybe,No,Sunny
2025-10-15,Banana,33.0,40.0,No,No,Sunny
2025-10-15,Mango,14.0,104.0,No,No,Sunny
2025-10-16,Mango,25.0,125.0,Yes,No,Cloudy
2025-10-16,Orange,48.0,76.0,Yes,No,Cloudy
2025-10-16,Banana,63.0,51.0,Yes,No,Cloudy
2025-10-16,Apple,39.0,169.0,Yes,No,Cloudy
2025-10-16,Mango,25.0,125.0,Yes,No,Cloudy
2025-10-16,Grapes,35.0,98.0,Yes,No,Cloudy
2025-10-17,Apple,23.0,144.0,No,No,Sunny
2025-10-17,Banana,,41.0,No,No,Sunny
2025-10-17,,17.0,100.0,No,No,Sunny
2025-10-17,Grapes,14.0,76.0,No,No,Sunny
2025-10-17,Orange,26.0,58.0,No,No,
2025-10-18,Grapes,16.0,80.0,No,Yes,Sunny
2025-10-18,Orange,23.0,60.0,No,Yes,Sunny
2025-10-18,Banana,37.0,40.0,No,Yes,Sunny
2025-10-18,Apple,23.0,144.0,No,Yes,Sunny
2025-10-18,Mango,18.0,95.0,No,Yes,Sunny
2025-10-19,Apple,20.0,141.0,No,Yes,Sunny
2025-10-19,Orange,26.0,59.0,No,Yes,Sunny
2025-10-19,Grapes,22.0,81.0,No,Yes,
2025-10-19,Mango,12.0,99.0,No,Yes,Sunny
2025-10-19,Banana,30.0,38.0,No,Yes,Sunny
2025-10-20,Mango,34.0,100.0,No,No,Sunny
2025-10-20,Grapes,19.0,79.0,No,No,Sunny
2025-10-20,Orange,24.0,58.0,No,No,Sunny
2025-10-20,Banana,,38.0,No,No,Sunny
2025-10-20,Apple,18.0,146.0,No,No,Sunny
2025-10-21,Mango,17.0,101.0,No,No,Sunny
2025-10-21,Orange,26.0,59.0,No,No,
2025-10-21,Banana,37.0,40.0,No,No,Sunny
2025-10-21,Apple,18.0,134.0,No,No,Sunny
2025-10-21,Grapes,20.0,77.0,No,No,Sunny
2025-10-22,,18.0,141.0,Maybe,No,Sunny
2025-10-22,Banana,30.0,41.0,No,No,Sunny
2025-10-22,Orange,26.0,57.0,No,No,Sunny
2025-10-22,Grapes,20.0,77.0,No,No,Sunny
2025-10-22,Mango,16.0,100.0,No,No,Sunny
2025-10-23,Grapes,20.0,77.0,No,No,Cloudy
2025-10-23,Mango,15.0,95.0,No,No,Cloudy
2025-10-23,Orange,26.0,59.0,No,No,
2025-10-23,Banana,28.0,,No,No,Cloudy
2025-10-23,Apple,21.0,142.0,No,No,Cloudy
2025-10-24,Mango,30.0,125.0,Yes,No,Sunny
2025-10-24,Apple,41.0,172.0,Yes,No,Sunny
2025-10-24,Orange,55.0,77.0,Yes,No,Sunny
2025-10-24,Banana,,51.0,Yes,No,Sunny
2025-10-24,Grapes,36.0,96.0,Yes,No,Sunny
2025-10-25,Grapes,18.0,,No,Yes,Sunny
2025-10-25,Grapes,18.0,,No,Yes,Sunny
2025-10-25,Orange,29.0,58.0,No,Yes,Sunny
2025-10-25,Banana,33.0,39.0,No,Yes,Sunny
2025-10-25,Apple,45.0,142.0,No,Yes,Sunny
2025-10-25,Mango,999.0,101.0,No,Yes,Sunny
2025-10-26,Grapes,24.0,,No,Yes,Cloudy
2025-10-26,Orange,25.0,61.0,No,Yes,Cloudy
2025-10-26,Banana,36.0,41.0,No,Yes,Cloudy
2025-10-26,Apple,22.0,141.0,No,Yes,Cloudy
2025-10-26,Mango,15.0,101.0,No,Yes,Cloudy
2025-10-27,Mango,12.0,101.0,No,No,Sunny
2025-10-27,Grapes,13.0,78.0,No,No,Sunny
2025-10-27,Orange,50.0,58.0,No,No,Sunny
2025-10-27,Banana,30.0,38.0,No,No,Sunny
2025-10-27,Apple,25.0,143.0,No,No,Sunny
2025-10-28,Grapes,38.0,103.0,Yes,No,Sunny
2025-10-28,,31.0,122.0,Yes,No,Sunny
2025-10-28,Banana,62.0,51.0,Yes,No,Sunny
2025-10-28,Apple,44.0,181.0,Yes,No,Sunny
2025-10-28,Orange,49.0,74.0,Yes,No,Sunny
2025-10-29,Banana,61.0,48.0,Yes,No,Sunny
2025-10-29,Orange,50.0,73.0,Yes,No,Sunny
2025-10-29,Grapes,36.0,102.0,Yes,No,Sunny
2025-10-29,Mango,30.0,129.0,Yes,No,Sunny
2025-10-29,Apple,43.0,175.0,Yes,No,Sunny
2025-10-30,Banana,1.0,40.0,No,No,Cloudy
2025-10-30,Apple,24.0,145.0,No,No,Cloudy
2025-10-30,Orange,23.0,57.0,No,No,Cloudy
2025-10-30,Grapes,19.0,77.0,No,No,Cloudy
2025-10-30,Mango,19.0,100.0,No,No,Cloudy
2025-10-31,Apple,26.0,145.0,No,No,Sunny
2025-10-31,Banana,33.0,39.0,No,No,Sunny
2025-10-31,Orange,29.0,60.0,No,No,Sunny
2025-10-31,Grapes,13.0,76.0,No,No,Sunny
2025-10-31,Mango,11.0,97.0,No,No,Sunny
2025-11-01,Apple,20.0,139.0,No,Yes,Cloudy
2025-11-01,Mango,18.0,98.0,No,Yes,Storm
2025-11-01,Grapes,18.0,82.0,No,Yes,Cloudy
2025-11-01,Orange,35.0,59.0,No,Yes,Cloudy
2025-11-01,Banana,33.0,41.0,No,Yes,
2025-11-02,Orange,30.0,62.0,No,Yes,Sunny
2025-11-02,Banana,37.0,41.0,No,Yes,Sunny
2025-11-02,Apple,28.0,145.0,No,Yes,Sunny
2025-11-02,Grapes,22.0,81.0,No,Yes,Sunny
2025-11-02,Mango,,101.0,No,Yes,Sunny
2025-11-03,Orange,53.0,76.0,Yes,No,Sunny
2025-11-03,Mango,32.0,125.0,Yes,No,Sunny
2025-11-03,Grapes,36.0,102.0,Yes,No,Sunny
2025-11-03,Banana,63.0,49.0,Yes,No,Sunny
2025-11-03,Apple,,178.0,Yes,No,Sunny
2025-11-04,Mango,15.0,98.0,No,No,Sunny
2025-11-04,Orange,26.0,57.0,No,No,Sunny
2025-11-04,Banana,35.0,40.0,No,No,Sunny
2025-11-04,Apple,21.0,136.0,No,No,Sunny
2025-11-04,Grapes,20.0,82.0,No,No,Sunny
2025-11-05,Apple,19.0,146.0,No,No,Sunny
2025-11-05,Mango,14.0,101.0,No,No,Sunny
2025-11-05,Grapes,16.0,78.0,No,No,Sunny
2025-11-05,,26.0,61.0,No,No,Sunny
