date,item,quantity_sold,price,is_event_raw,is_weekend_raw,weather_raw,is_event,day_of_week,is_weekend,weather,month,season
2025-08-11,Apple,10,144,No,No,Rain,0,0,0,Rain,8,Rainy
2025-08-11,Banana,12,41,No,No,Rain,0,0,0,Rain,8,Rainy
2025-08-11,Grapes,10,82,No,No,Rain,0,0,0,Rain,8,Rainy
2025-08-11,Mango,3,103,No,No,Rain,0,0,0,Rain,8,Rainy
2025-08-11,Orange,10,58,No,No,Rain,0,0,0,Rain,8,Rainy
2025-08-12,Apple,20,138,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-12,Banana,23,41,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-12,Grapes,20,76,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-12,Mango,15,98,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-12,Orange,27,58,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-13,Apple,21,142,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-13,Banana,31,41,No,No,,0,2,0,Sunny,8,Rainy
2025-08-13,Grapes,18,78,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-13,Mango,15,95,Maybe,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-13,Orange,20,58,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-14,Apple,28,136,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-14,Banana,29,41,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-14,Grapes,21,83,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-14,Mango,12,102,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-14,Orange,24,59,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-15,Apple,6,143,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-15,Banana,27,40,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-15,Grapes,17,76,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-15,Mango,11,100,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-15,Orange,23,60,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-16,Apple,23,135,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-16,Banana,32,40,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-16,Grapes,19,78,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-16,Mango,18,101,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-16,Orange,28,57,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-17,Apple,39,175,Yes,Yes,Cloudy,1,6,1,Cloudy,8,Rainy
2025-08-17,Banana,66,48,Yes,Yes,Cloudy,1,6,1,Cloudy,8,Rainy
2025-08-17,Grapes,41,98,Yes,Yes,Cloudy,1,6,1,Cloudy,8,Rainy
2025-08-17,Mango,34,123,Yes,Yes,Cloudy,1,6,1,Cloudy,8,Rainy
2025-08-17,Orange,55,77,Yes,Yes,Cloudy,1,6,1,Cloudy,8,Rainy
2025-08-18,Apple,20,143,No,No,Cloudy,0,0,0,Cloudy,8,Rainy
2025-08-18,Banana,30,40,No,No,Cloudy,0,0,0,Cloudy,8,Rainy
2025-08-18,Grapes,18,76,No,No,Cloudy,0,0,0,Cloudy,8,Rainy
2025-08-18,Mango,11,101,No,No,Cloudy,0,0,0,Cloudy,8,Rainy
2025-08-18,Orange,27,57,No,No,Cloudy,0,0,0,Cloudy,8,Rainy
2025-08-19,Apple,18,136,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-19,Banana,33,39,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-19,Grapes,20,81,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-19,Mango,15,100,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-19,Orange,29,61,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-20,Apple,18,136,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-20,Banana,5,41,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-20,Grapes,27,82,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-20,Mango,16,99,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-20,Orange,25,60,No,No,Sunny,0,2,0,Sunny,8,Rainy
2025-08-21,Apple,17,143,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-21,Banana,32,41,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-21,Grapes,21,76,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-21,Mango,17,104,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-21,Orange,25,62,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-22,Apple,7,144,No,No,Rain,0,4,0,Rain,8,Rainy
2025-08-22,Banana,4,39,No,No,Rain,0,4,0,Rain,8,Rainy
2025-08-22,Grapes,9,77,No,No,Rain,0,4,0,Rain,8,Rainy
2025-08-22,Mango,6,101,No,No,Rain,0,4,0,Rain,8,Rainy
2025-08-22,Orange,8,58,No,No,Rain,0,4,0,Rain,8,Rainy
2025-08-23,Apple,92,169,Yes,Yes,Sunny,1,5,1,Sunny,8,Rainy
2025-08-23,Banana,65,51,Yes,Yes,Sunny,1,5,1,Sunny,8,Rainy
2025-08-23,Grapes,44,98,Yes,Yes,Sunny,1,5,1,Sunny,8,Rainy
2025-08-23,Mango,36,122,Yes,Yes,Sunny,1,5,1,Sunny,8,Rainy
2025-08-24,Apple,23,145,No,Yes,Cloudy,0,6,1,Cloudy,8,Rainy
2025-08-24,Banana,37,40,No,Yes,Cloudy,0,6,1,Cloudy,8,Rainy
2025-08-24,Grapes,20,81,No,Yes,,0,6,1,Sunny,8,Rainy
2025-08-24,Orange,27,60,No,Yes,,0,6,1,Sunny,8,Rainy
2025-08-25,Apple,21,134,No,No,Sunny,0,0,0,Sunny,8,Rainy
2025-08-25,Banana,31,39,No,No,Sunny,0,0,0,Sunny,8,Rainy
2025-08-25,Grapes,14,76,No,No,Sunny,0,0,0,Sunny,8,Rainy
2025-08-25,Mango,14,101,No,No,Sunny,0,0,0,Sunny,8,Rainy
2025-08-25,Orange,28,60,No,No,Sunny,0,0,0,Sunny,8,Rainy
2025-08-26,Apple,24,140,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-26,Banana,33,41,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-26,Grapes,26,76,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-26,Mango,21,101,No,No,,0,1,0,Sunny,8,Rainy
2025-08-26,Orange,22,57,No,No,Sunny,0,1,0,Sunny,8,Rainy
2025-08-27,Apple,13,146,No,No,Cloudy,0,2,0,Cloudy,8,Rainy
2025-08-27,Banana,30,41,No,No,Cloudy,0,2,0,Cloudy,8,Rainy
2025-08-27,Grapes,17,76,No,No,Cloudy,0,2,0,Cloudy,8,Rainy
2025-08-27,Mango,31,104,No,No,Cloudy,0,2,0,Cloudy,8,Rainy
2025-08-27,Orange,22,58,No,No,Cloudy,0,2,0,Cloudy,8,Rainy
2025-08-28,Apple,23,135,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-28,Banana,63,38,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-28,Grapes,20,81,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-28,Mango,20,101,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-28,Orange,21,61,No,No,Sunny,0,3,0,Sunny,8,Rainy
2025-08-29,Apple,24,136,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-29,Banana,29,38,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-29,Grapes,21,79,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-29,Mango,6,95,No,No,Sunny,0,4,0,Sunny,8,Rainy
2025-08-29,Orange,27,57,No,No,Storm,0,4,0,Sunny,8,Rainy
2025-08-30,Apple,20,139,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-30,Banana,39,39,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-30,Grapes,20,78,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-30,Mango,24,103,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-30,Orange,32,57,No,Yes,Sunny,0,5,1,Sunny,8,Rainy
2025-08-31,Apple,23,135,No,Yes,Sunny,0,6,1,Sunny,8,Rainy
2025-08-31,Banana,32,38,No,Yes,Sunny,0,6,1,Sunny,8,Rainy
2025-08-31,Grapes,22,79,No,Yes,Sunny,0,6,1,Sunny,8,Rainy
2025-08-31,Mango,23,101,No,Yes,Sunny,0,6,1,Sunny,8,Rainy
2025-08-31,Orange,29,60,No,Yes,Sunny,0,6,1,Sunny,8,Rainy
2025-09-01,Apple,2,138,No,No,Rain,0,0,0,Rain,9,Rainy
2025-09-01,Banana,10,41,No,No,Rain,0,0,0,Rain,9,Rainy
2025-09-01,Grapes,5,82,No,No,Rain,0,0,0,Rain,9,Rainy
2025-09-01,Mango,4,101,No,No,Rain,0,0,0,Rain,9,Rainy
2025-09-01,Orange,10,58,No,No,Rain,0,0,0,Rain,9,Rainy
2025-09-02,Apple,4,145,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-02,Banana,33,39,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-02,Grapes,20,83,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-02,Mango,19,99,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-02,Orange,28,58,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-03,Apple,19,146,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-03,Banana,36,41,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-03,Grapes,18,76,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-03,Mango,18,103,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-03,Orange,24,61,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-04,Banana,31,41,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-04,Grapes,25,78,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-04,Mango,19,98,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-04,Orange,23,60,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-05,Apple,22,144,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-05,Banana,27,38,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-05,Grapes,17,79,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-05,Mango,17,96,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-05,Orange,24,60,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-06,Apple,20,143,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-06,Banana,35,38,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-06,Grapes,21,76,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-06,Mango,12,104,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-06,Orange,27,61,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-07,Apple,17,146,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-07,Banana,31,41,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-07,Grapes,13,82,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-07,Mango,21,104,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-07,Orange,31,57,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-08,Apple,20,139,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-08,Banana,32,38,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-08,Grapes,16,81,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-08,Mango,15,101,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-08,Orange,3,57,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-09,Apple,22,141,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-09,Banana,32,38,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-09,Grapes,20,76,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-09,Mango,15,100,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-09,Orange,29,62,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-10,Apple,27,142,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-10,Banana,29,40,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-10,Grapes,16,78,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-10,Mango,9,96,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-10,Orange,32,62,No,No,,0,2,0,Sunny,9,Rainy
2025-09-11,Apple,19,134,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-11,Banana,25,41,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-11,Grapes,4,81,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-11,Mango,20,99,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-11,Orange,27,61,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-12,Apple,11,145,No,No,Rain,0,4,0,Rain,9,Rainy
2025-09-12,Banana,10,41,No,No,,0,4,0,Sunny,9,Rainy
2025-09-12,Grapes,11,83,No,No,Rain,0,4,0,Rain,9,Rainy
2025-09-12,Mango,5,103,No,No,Rain,0,4,0,Rain,9,Rainy
2025-09-12,Orange,4,57,No,No,Rain,0,4,0,Rain,9,Rainy
2025-09-13,Apple,26,136,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-13,Banana,35,38,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-13,Grapes,25,83,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-13,Mango,2,104,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-13,Orange,29,62,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-14,Apple,18,136,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-14,Banana,32,41,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-14,Grapes,16,80,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-14,Mango,17,98,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-14,Orange,29,60,No,Yes,Cloudy,0,6,1,Cloudy,9,Rainy
2025-09-15,Apple,0,143,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-15,Banana,32,40,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-15,Grapes,15,83,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-15,Mango,14,95,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-15,Orange,29,60,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-16,Apple,17,141,No,No,Cloudy,0,1,0,Cloudy,9,Rainy
2025-09-16,Banana,32,38,No,No,Cloudy,0,1,0,Cloudy,9,Rainy
2025-09-16,Grapes,12,79,No,No,Cloudy,0,1,0,Cloudy,9,Rainy
2025-09-16,Mango,14,99,No,No,Cloudy,0,1,0,Cloudy,9,Rainy
2025-09-16,Orange,28,57,No,No,Cloudy,0,1,0,Cloudy,9,Rainy
2025-09-17,Apple,23,143,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-17,Banana,34,39,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-17,Grapes,18,77,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-17,Mango,18,97,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-17,Orange,27,62,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-18,Apple,14,146,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-18,Banana,31,40,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-18,Grapes,20,77,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-18,Mango,15,98,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-18,Orange,27,58,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-19,Apple,23,135,No,No,Sunny,0,4,0,Sunny,9,Rainy
2025-09-19,Banana,32,38,No,No,Sunny,0,4,0,Sunny,9,Rainy
2025-09-19,Grapes,14,76,No,No,Sunny,0,4,0,Sunny,9,Rainy
2025-09-19,Mango,15,101,No,No,Sunny,0,4,0,Sunny,9,Rainy
2025-09-19,Orange,24,57,No,No,Sunny,0,4,0,Sunny,9,Rainy
2025-09-20,Apple,21,142,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-20,Banana,35,41,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-20,Grapes,20,82,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-20,Mango,15,102,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-20,Orange,27,62,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-21,Apple,21,139,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-21,Banana,32,40,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-21,Grapes,23,76,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-21,Mango,14,103,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-21,Orange,22,61,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-22,Apple,20,141,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-22,Banana,28,40,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-22,Grapes,14,76,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-22,Mango,0,98,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-22,Orange,23,58,No,No,Sunny,0,0,0,Sunny,9,Rainy
2025-09-23,Apple,0,180,Yes,No,Sunny,1,1,0,Sunny,9,Rainy
2025-09-23,Banana,66,50,Yes,No,Sunny,1,1,0,Sunny,9,Rainy
2025-09-23,Grapes,44,96,Yes,No,Sunny,1,1,0,Sunny,9,Rainy
2025-09-23,Mango,34,127,Yes,No,Sunny,1,1,0,Sunny,9,Rainy
2025-09-23,Orange,54,74,Yes,No,Sunny,1,1,0,Sunny,9,Rainy
2025-09-24,Apple,18,134,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-24,Banana,27,40,No,No,Storm,0,2,0,Sunny,9,Rainy
2025-09-24,Grapes,20,76,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-24,Mango,13,96,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-24,Orange,22,60,No,No,Sunny,0,2,0,Sunny,9,Rainy
2025-09-25,Apple,19,136,No,No,,0,3,0,Sunny,9,Rainy
2025-09-25,Banana,23,38,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-25,Grapes,20,76,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-25,Mango,31,103,No,No,Sunny,0,3,0,Sunny,9,Rainy
2025-09-25,Orange,4,62,No,No,,0,3,0,Sunny,9,Rainy
2025-09-26,Apple,21,136,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-26,Banana,27,41,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-26,Grapes,19,82,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-26,Mango,12,96,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-26,Orange,19,60,No,No,Cloudy,0,4,0,Cloudy,9,Rainy
2025-09-27,Apple,17,136,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-27,Banana,30,38,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-27,Grapes,29,77,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-27,Mango,12,95,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-27,Orange,31,60,No,Yes,Sunny,0,5,1,Sunny,9,Rainy
2025-09-28,Apple,26,134,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-28,Banana,32,39,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-28,Grapes,25,79,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-28,Mango,16,99,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-28,Orange,30,61,No,Yes,Sunny,0,6,1,Sunny,9,Rainy
2025-09-29,Apple,19,146,No,No,Cloudy,0,0,0,Cloudy,9,Rainy
2025-09-29,Banana,30,38,No,No,Cloudy,0,0,0,Cloudy,9,Rainy
2025-09-29,Grapes,19,76,No,No,Cloudy,0,0,0,Cloudy,9,Rainy
2025-09-29,Mango,16,103,No,No,Cloudy,0,0,0,Cloudy,9,Rainy
2025-09-29,Orange,25,60,No,No,Cloudy,0,0,0,Cloudy,9,Rainy
2025-09-30,Apple,40,144,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-30,Banana,30,38,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-30,Grapes,25,78,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-30,Mango,19,103,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-09-30,Orange,27,61,No,No,Sunny,0,1,0,Sunny,9,Rainy
2025-10-01,Apple,19,138,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-01,Banana,34,39,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-01,Grapes,18,77,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-01,Mango,18,100,No,No,Sunny,0,2,0,Sunny,10,Transition
2025-10-01,Orange,49,60,No,No,,0,2,0,Sunny,10,Transition
2025-10-02,Apple,31,176,Yes,No,Rain,1,3,0,Rain,10,Transition
2025-10-02,Banana,57,48,Yes,No,Rain,1,3,0,Rain,10,Transition
2025-10-02,Grapes,20,78,Yes,No,Rain,1,3,0,Rain,10,Transition
2025-10-02,Mango,25,127,Yes,No,Rain,1,3,0,Rain,10,Transition
2025-10-02,Orange,46,76,Yes,No,Rain,1,3,0,Rain,10,Transition
2025-10-03,Apple,18,143,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-03,Banana,36,38,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-03,Grapes,22,78,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-03,Mango,14,96,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-03,Orange,27,62,No,No,Sunny,0,4,0,Sunny,10,Transition
2025-10-04,Apple,25,143,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-04,Banana,38,40,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-04,Grapes,17,77,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-04,Mango,11,104,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-04,Orange,26,60,No,Yes,Sunny,0,5,1,Sunny,10,Transition
2025-10-05,Apple,27,146,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-05,Grapes,26,76,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-05,Mango,19,104,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-05,Orange,36,60,No,Yes,Sunny,0,6,1,Sunny,10,Transition
2025-10-06,Apple,25,135,No,No,Cloudy,0,0,0,Cloudy,10,Transition
2025-10-06,Banana,34,39,No,No,Cloudy,0,0,0,Cloudy,10,Transition
2025-10-06,Grapes,17,83,No,No,Cloudy,0,0,0,Cloudy,10,Transition
2025-10-06,Mango,30,103,No,No,Cloudy,0,0,0,Cloudy,10,Transition
2025-10-06,Orange,22,61,No,No,Cloudy,0,0,0,Cloudy,10,Transition
2025-10-07,Apple,24,138,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-07,Banana,34,38,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-07,Grapes,21,78,No,No,Sunny,0,1,0,Sunny,10,Transition
2025-10-07,Mango,8,104,No,No,Sunny,0,1,0,Sunny,10,Transition
